id,student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_difficulty,question_type,correct_answer,answer_by_student,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student
3768,14,1,Moderate,Challenging,Moderate,Moderate,4,1,C,B,15,4,10,5,in_time_bound,0.384615385
3757,16,1,Moderate,Challenging,Moderate,Moderate,4,1,C,E,2,8,10,5,in_time_bound,0.438461538
3764,17,1,Moderate,Challenging,Moderate,Moderate,4,1,C,D,15,4,10,5,in_time_bound,0.608264463
3758,19,1,Moderate,Challenging,Moderate,Moderate,4,1,C,D,3,8,10,5,in_time_bound,0.318181818
3766,20,1,Challenging,Challenging,Moderate,Challenging,4,1,C,A,15,4,9,4,in_time_bound,0.498896247
3769,21,1,Moderate,Challenging,Moderate,Moderate,4,1,C,A,9,6,10,5,in_time_bound,0.565683646
3762,22,1,Challenging,Challenging,Moderate,Challenging,4,1,C,E,15,4,9,4,in_time_bound,0.604774536
3759,26,1,Challenging,Challenging,Moderate,Challenging,4,1,C,E,2,8,9,4,in_time_bound,0.36
3756,28,1,Moderate,Challenging,Moderate,Moderate,4,1,C,D,2,8,10,5,in_time_bound,0.731343284
3775,51,1,Moderate,Challenging,Moderate,Moderate,4,1,C,D,5,5,10,5,in_time_bound,0.580882353
3753,53,1,Moderate,Challenging,Moderate,Moderate,4,1,C,E,2,8,10,5,in_time_bound,0.317460317
3760,54,1,Moderate,Challenging,Moderate,Moderate,4,1,C,E,2,8,10,5,in_time_bound,0.333333333
3754,55,1,Moderate,Challenging,Moderate,Moderate,4,1,C,C,2,8,10,5,in_time_bound,0.504132231
3749,57,1,Moderate,Challenging,Moderate,Moderate,4,1,C,E,2,8,10,5,in_time_bound,0.222222222
3752,62,1,Moderate,Challenging,Moderate,Moderate,4,1,C,B,2,8,10,5,in_time_bound,0.619047619
3755,63,1,Moderate,Challenging,Moderate,Moderate,4,1,C,D,2,8,10,5,in_time_bound,0.26984127
3750,73,1,Moderate,Moderate,Moderate,Moderate,4,1,C,C,2,8,11,6,in_time_bound,0.363636364
3772,74,1,Moderate,Challenging,Moderate,Moderate,4,1,C,A,9,6,10,5,in_time_bound,0.307692308
3770,75,1,Moderate,Challenging,Moderate,Moderate,4,1,C,E,9,6,10,5,in_time_bound,0.307692308
3773,76,1,Moderate,Challenging,Moderate,Moderate,4,1,C,B,9,6,10,5,in_time_bound,0.230769231
3771,77,1,Moderate,Challenging,Moderate,Moderate,4,1,C,D,9,6,10,5,in_time_bound,0.384615385
3802,1,1,Moderate,Challenging,Moderate,Moderate,4,2,E,E,9,6,10,5,in_time_bound,0.549883991
3795,1,1,Challenging,Challenging,Moderate,Challenging,4,2,E,E,15,4,9,4,in_time_bound,0.549883991
3776,1,1,Difficult,Difficult,Challenging,Difficult,4,2,E,C,2,8,8,3,in_time_bound,0.549883991
3791,2,1,Moderate,Challenging,Moderate,Moderate,4,2,E,E,15,4,10,5,in_time_bound,0.551219512
3789,7,1,Challenging,Challenging,Moderate,Challenging,4,2,E,D,15,4,9,4,in_time_bound,0.349206349
3779,11,1,Moderate,Challenging,Moderate,Moderate,4,2,E,D,2,8,10,5,in_time_bound,0.552763819
3793,12,1,Challenging,Challenging,Moderate,Challenging,4,2,E,E,15,4,9,4,in_time_bound,0.557291667
3796,14,1,Moderate,Challenging,Moderate,Moderate,4,2,E,D,15,4,10,5,in_time_bound,0.384615385
3785,16,1,Moderate,Challenging,Moderate,Moderate,4,2,E,C,2,8,10,5,in_time_bound,0.438461538
3792,17,1,Moderate,Challenging,Moderate,Moderate,4,2,E,C,15,4,10,5,in_time_bound,0.608264463
3786,19,1,Moderate,Challenging,Moderate,Moderate,4,2,E,B,3,8,10,5,in_time_bound,0.318181818
3794,20,1,Challenging,Challenging,Moderate,Challenging,4,2,E,C,15,4,9,4,in_time_bound,0.498896247
3797,21,1,Moderate,Challenging,Moderate,Moderate,4,2,E,C,9,6,10,5,in_time_bound,0.565683646
3790,22,1,Challenging,Challenging,Moderate,Challenging,4,2,E,E,15,4,9,4,in_time_bound,0.604774536
3787,26,1,Challenging,Challenging,Moderate,Challenging,4,2,E,E,2,8,9,4,in_time_bound,0.36
3784,28,1,Moderate,Challenging,Moderate,Moderate,4,2,E,E,2,8,10,5,in_time_bound,0.731343284
3803,51,1,Moderate,Challenging,Moderate,Moderate,4,2,E,B,5,5,10,5,in_time_bound,0.580882353
3781,53,1,Moderate,Challenging,Moderate,Moderate,4,2,E,E,2,8,10,5,in_time_bound,0.317460317
3788,54,1,Moderate,Challenging,Moderate,Moderate,4,2,E,B,2,8,10,5,in_time_bound,0.333333333
3782,55,1,Moderate,Challenging,Moderate,Moderate,4,2,E,E,2,8,10,5,in_time_bound,0.504132231
3777,57,1,Moderate,Challenging,Moderate,Moderate,4,2,E,C,2,8,10,5,in_time_bound,0.222222222
3780,62,1,Moderate,Challenging,Moderate,Moderate,4,2,E,E,2,8,10,5,in_time_bound,0.619047619
3783,63,1,Moderate,Challenging,Moderate,Moderate,4,2,E,C,2,8,10,5,in_time_bound,0.26984127
3778,73,1,Moderate,Moderate,Moderate,Moderate,4,2,E,C,2,8,11,6,in_time_bound,0.363636364
3800,74,1,Moderate,Challenging,Moderate,Moderate,4,2,E,E,9,6,10,5,in_time_bound,0.307692308
3798,75,1,Moderate,Challenging,Moderate,Moderate,4,2,E,A,9,6,10,5,in_time_bound,0.307692308
3801,76,1,Moderate,Challenging,Moderate,Moderate,4,2,E,D,9,6,10,5,in_time_bound,0.230769231
3799,77,1,Moderate,Challenging,Moderate,Moderate,4,2,E,B,9,6,10,5,in_time_bound,0.384615385
3830,1,1,Moderate,Challenging,Moderate,Moderate,4,1,B,E,9,6,10,5,in_time_bound,0.549883991
3823,1,1,Challenging,Challenging,Moderate,Challenging,4,1,B,A,15,4,9,4,in_time_bound,0.549883991
3804,1,1,Difficult,Difficult,Challenging,Difficult,4,1,B,E,2,8,8,3,in_time_bound,0.549883991
3819,2,1,Moderate,Challenging,Moderate,Moderate,4,1,B,D,15,4,10,5,in_time_bound,0.551219512
3817,7,1,Challenging,Challenging,Moderate,Challenging,4,1,B,E,15,4,9,4,in_time_bound,0.349206349
3807,11,1,Moderate,Challenging,Moderate,Moderate,4,1,B,A,2,8,10,5,in_time_bound,0.552763819
3821,12,1,Challenging,Challenging,Moderate,Challenging,4,1,B,C,15,4,9,4,in_time_bound,0.557291667
3824,14,1,Moderate,Challenging,Moderate,Moderate,4,1,B,A,15,4,10,5,in_time_bound,0.384615385
3813,16,1,Moderate,Challenging,Moderate,Moderate,4,1,B,B,2,8,10,5,in_time_bound,0.438461538
3820,17,1,Moderate,Challenging,Moderate,Moderate,4,1,B,D,15,4,10,5,in_time_bound,0.608264463
3814,19,1,Moderate,Challenging,Moderate,Moderate,4,1,B,B,3,8,10,5,in_time_bound,0.318181818
3822,20,1,Challenging,Challenging,Moderate,Challenging,4,1,B,E,15,4,9,4,in_time_bound,0.498896247
3825,21,1,Moderate,Challenging,Moderate,Moderate,4,1,B,A,9,6,10,5,in_time_bound,0.565683646
3818,22,1,Challenging,Challenging,Moderate,Challenging,4,1,B,C,15,4,9,4,in_time_bound,0.604774536
3815,26,1,Challenging,Challenging,Moderate,Challenging,4,1,B,A,2,8,9,4,in_time_bound,0.36
3812,28,1,Moderate,Challenging,Moderate,Moderate,4,1,B,B,2,8,10,5,in_time_bound,0.731343284
3831,51,1,Moderate,Challenging,Moderate,Moderate,4,1,B,A,5,5,10,5,in_time_bound,0.580882353
3809,53,1,Moderate,Challenging,Moderate,Moderate,4,1,B,B,2,8,10,5,in_time_bound,0.317460317
3816,54,1,Moderate,Challenging,Moderate,Moderate,4,1,B,A,2,8,10,5,in_time_bound,0.333333333
3810,55,1,Moderate,Challenging,Moderate,Moderate,4,1,B,C,2,8,10,5,in_time_bound,0.504132231
3805,57,1,Moderate,Challenging,Moderate,Moderate,4,1,B,A,2,8,10,5,in_time_bound,0.222222222
3808,62,1,Moderate,Challenging,Moderate,Moderate,4,1,B,B,2,8,10,5,in_time_bound,0.619047619
3811,63,1,Moderate,Challenging,Moderate,Moderate,4,1,B,D,2,8,10,5,in_time_bound,0.26984127
3806,73,1,Moderate,Moderate,Moderate,Moderate,4,1,B,C,2,8,11,6,in_time_bound,0.363636364
3828,74,1,Moderate,Challenging,Moderate,Moderate,4,1,B,A,9,6,10,5,in_time_bound,0.307692308
3826,75,1,Moderate,Challenging,Moderate,Moderate,4,1,B,E,9,6,10,5,in_time_bound,0.307692308
3829,76,1,Moderate,Challenging,Moderate,Moderate,4,1,B,A,9,6,10,5,in_time_bound,0.230769231
3827,77,1,Moderate,Challenging,Moderate,Moderate,4,1,B,E,9,6,10,5,in_time_bound,0.384615385
3858,1,1,Moderate,Challenging,Moderate,Moderate,4,3,A,B,9,6,10,5,in_time_bound,0.549883991
3851,1,1,Challenging,Challenging,Moderate,Challenging,4,3,A,B,15,4,9,4,in_time_bound,0.549883991
3832,1,1,Difficult,Difficult,Challenging,Difficult,4,3,A,B,2,8,8,3,in_time_bound,0.549883991
3847,2,1,Moderate,Challenging,Moderate,Moderate,4,3,A,B,15,4,10,5,in_time_bound,0.551219512
3845,7,1,Challenging,Challenging,Moderate,Challenging,4,3,A,B,15,4,9,4,in_time_bound,0.349206349
3835,11,1,Moderate,Challenging,Moderate,Moderate,4,3,A,B,2,8,10,5,in_time_bound,0.552763819
3849,12,1,Challenging,Challenging,Moderate,Challenging,4,3,A,D,15,4,9,4,in_time_bound,0.557291667
3852,14,1,Moderate,Challenging,Moderate,Moderate,4,3,A,E,15,4,10,5,in_time_bound,0.384615385
3841,16,1,Moderate,Challenging,Moderate,Moderate,4,3,A,D,2,8,10,5,in_time_bound,0.438461538
3848,17,1,Moderate,Challenging,Moderate,Moderate,4,3,A,E,15,4,10,5,in_time_bound,0.608264463
3842,19,1,Moderate,Challenging,Moderate,Moderate,4,3,A,A,3,8,10,5,in_time_bound,0.318181818
3850,20,1,Challenging,Challenging,Moderate,Challenging,4,3,A,B,15,4,9,4,in_time_bound,0.498896247
3853,21,1,Moderate,Challenging,Moderate,Moderate,4,3,A,B,9,6,10,5,in_time_bound,0.565683646
3846,22,1,Challenging,Challenging,Moderate,Challenging,4,3,A,B,15,4,9,4,in_time_bound,0.604774536
3843,26,1,Challenging,Challenging,Moderate,Challenging,4,3,A,B,2,8,9,4,in_time_bound,0.36
3840,28,1,Moderate,Challenging,Moderate,Moderate,4,3,A,A,2,8,10,5,in_time_bound,0.731343284
3859,51,1,Moderate,Challenging,Moderate,Moderate,4,3,A,E,5,5,10,5,in_time_bound,0.580882353
3837,53,1,Moderate,Challenging,Moderate,Moderate,4,3,A,D,2,8,10,5,in_time_bound,0.317460317
3844,54,1,Moderate,Challenging,Moderate,Moderate,4,3,A,B,2,8,10,5,in_time_bound,0.333333333
3838,55,1,Moderate,Challenging,Moderate,Moderate,4,3,A,C,2,8,10,5,in_time_bound,0.504132231
3833,57,1,Moderate,Challenging,Moderate,Moderate,4,3,A,D,2,8,10,5,in_time_bound,0.222222222
3836,62,1,Moderate,Challenging,Moderate,Moderate,4,3,A,B,2,8,10,5,in_time_bound,0.619047619
3839,63,1,Moderate,Challenging,Moderate,Moderate,4,3,A,C,2,8,10,5,in_time_bound,0.26984127
3834,73,1,Moderate,Moderate,Moderate,Moderate,4,3,A,B,2,8,11,6,in_time_bound,0.363636364
3856,74,1,Moderate,Challenging,Moderate,Moderate,4,3,A,D,9,6,10,5,in_time_bound,0.307692308
3854,75,1,Moderate,Challenging,Moderate,Moderate,4,3,A,B,9,6,10,5,in_time_bound,0.307692308
3857,76,1,Moderate,Challenging,Moderate,Moderate,4,3,A,B,9,6,10,5,in_time_bound,0.230769231
3855,77,1,Moderate,Challenging,Moderate,Moderate,4,3,A,B,9,6,10,5,in_time_bound,0.384615385
3886,1,1,Moderate,Challenging,Moderate,Moderate,4,2,D,D,9,6,10,5,in_time_bound,0.549883991
3879,1,1,Challenging,Challenging,Moderate,Challenging,4,2,D,C,15,4,9,4,in_time_bound,0.549883991
3860,1,1,Difficult,Difficult,Challenging,Difficult,4,2,D,C,2,8,8,3,in_time_bound,0.549883991
3875,2,1,Moderate,Challenging,Moderate,Moderate,4,2,D,C,15,4,10,5,in_time_bound,0.551219512
3873,7,1,Challenging,Challenging,Moderate,Challenging,4,2,D,C,15,4,9,4,in_time_bound,0.349206349
3863,11,1,Moderate,Challenging,Moderate,Moderate,4,2,D,E,2,8,10,5,in_time_bound,0.552763819
3877,12,1,Challenging,Challenging,Moderate,Challenging,4,2,D,C,15,4,9,4,in_time_bound,0.557291667
3880,14,1,Moderate,Challenging,Moderate,Moderate,4,2,D,D,15,4,10,5,in_time_bound,0.384615385
3869,16,1,Moderate,Challenging,Moderate,Moderate,4,2,D,B,2,8,10,5,in_time_bound,0.438461538
3876,17,1,Moderate,Challenging,Moderate,Moderate,4,2,D,E,15,4,10,5,in_time_bound,0.608264463
3870,19,1,Moderate,Challenging,Moderate,Moderate,4,2,D,C,3,8,10,5,in_time_bound,0.318181818
3878,20,1,Challenging,Challenging,Moderate,Challenging,4,2,D,D,15,4,9,4,in_time_bound,0.498896247
3881,21,1,Moderate,Challenging,Moderate,Moderate,4,2,D,C,9,6,10,5,in_time_bound,0.565683646
3874,22,1,Challenging,Challenging,Moderate,Challenging,4,2,D,D,15,4,9,4,in_time_bound,0.604774536
3871,26,1,Challenging,Challenging,Moderate,Challenging,4,2,D,C,2,8,9,4,in_time_bound,0.36
3868,28,1,Moderate,Challenging,Moderate,Moderate,4,2,D,D,2,8,10,5,in_time_bound,0.731343284
3887,51,1,Moderate,Challenging,Moderate,Moderate,4,2,D,D,5,5,10,5,in_time_bound,0.580882353
3865,53,1,Moderate,Challenging,Moderate,Moderate,4,2,D,C,2,8,10,5,in_time_bound,0.317460317
3872,54,1,Moderate,Challenging,Moderate,Moderate,4,2,D,B,2,8,10,5,in_time_bound,0.333333333
3866,55,1,Moderate,Challenging,Moderate,Moderate,4,2,D,D,2,8,10,5,in_time_bound,0.504132231
3861,57,1,Moderate,Challenging,Moderate,Moderate,4,2,D,E,2,8,10,5,in_time_bound,0.222222222
3864,62,1,Moderate,Challenging,Moderate,Moderate,4,2,D,D,2,8,10,5,in_time_bound,0.619047619
3867,63,1,Moderate,Challenging,Moderate,Moderate,4,2,D,D,2,8,10,5,in_time_bound,0.26984127
3862,73,1,Moderate,Moderate,Moderate,Moderate,4,2,D,C,2,8,11,6,in_time_bound,0.363636364
3884,74,1,Moderate,Challenging,Moderate,Moderate,4,2,D,D,9,6,10,5,in_time_bound,0.307692308
3882,75,1,Moderate,Challenging,Moderate,Moderate,4,2,D,B,9,6,10,5,in_time_bound,0.307692308
3885,76,1,Moderate,Challenging,Moderate,Moderate,4,2,D,A,9,6,10,5,in_time_bound,0.230769231
3883,77,1,Moderate,Challenging,Moderate,Moderate,4,2,D,C,9,6,10,5,in_time_bound,0.384615385
3914,1,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,9,6,10,5,in_time_bound,0.549883991
3907,1,1,Challenging,Challenging,Moderate,Challenging,4,0,B,B,15,4,9,4,in_time_bound,0.549883991
3888,1,1,Difficult,Difficult,Challenging,Difficult,4,0,B,B,2,8,8,3,in_time_bound,0.549883991
3903,2,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,15,4,10,5,in_time_bound,0.551219512
3901,7,1,Challenging,Challenging,Moderate,Challenging,4,0,B,B,15,4,9,4,in_time_bound,0.349206349
3891,11,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,2,8,10,5,in_time_bound,0.552763819
3905,12,1,Challenging,Challenging,Moderate,Challenging,4,0,B,B,15,4,9,4,in_time_bound,0.557291667
3908,14,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,15,4,10,5,in_time_bound,0.384615385
3897,16,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,2,8,10,5,in_time_bound,0.438461538
3904,17,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,15,4,10,5,in_time_bound,0.608264463
3898,19,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,3,8,10,5,in_time_bound,0.318181818
3906,20,1,Challenging,Challenging,Moderate,Challenging,4,0,B,B,15,4,9,4,in_time_bound,0.498896247
3909,21,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,9,6,10,5,in_time_bound,0.565683646
3902,22,1,Challenging,Challenging,Moderate,Challenging,4,0,B,B,15,4,9,4,in_time_bound,0.604774536
3899,26,1,Challenging,Challenging,Moderate,Challenging,4,0,B,B,2,8,9,4,in_time_bound,0.36
3896,28,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,2,8,10,5,in_time_bound,0.731343284
3915,51,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,5,5,10,5,in_time_bound,0.580882353
3893,53,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,2,8,10,5,in_time_bound,0.317460317
3900,54,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,2,8,10,5,in_time_bound,0.333333333
3894,55,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,2,8,10,5,in_time_bound,0.504132231
3889,57,1,Moderate,Challenging,Moderate,Moderate,4,0,B,E,2,8,10,5,in_time_bound,0.222222222
3892,62,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,2,8,10,5,in_time_bound,0.619047619
3895,63,1,Moderate,Challenging,Moderate,Moderate,4,0,B,E,2,8,10,5,in_time_bound,0.26984127
3890,73,1,Moderate,Moderate,Moderate,Moderate,4,0,B,B,2,8,11,6,in_time_bound,0.363636364
3912,74,1,Moderate,Challenging,Moderate,Moderate,4,0,B,E,9,6,10,5,in_time_bound,0.307692308
3910,75,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,9,6,10,5,in_time_bound,0.307692308
3913,76,1,Moderate,Challenging,Moderate,Moderate,4,0,B,A,9,6,10,5,in_time_bound,0.230769231
3911,77,1,Moderate,Challenging,Moderate,Moderate,4,0,B,B,9,6,10,5,in_time_bound,0.384615385
3942,1,1,Moderate,Challenging,Moderate,Moderate,4,4,A,D,9,6,10,5,in_time_bound,0.549883991
3935,1,1,Challenging,Challenging,Moderate,Challenging,4,4,A,A,15,4,9,4,in_time_bound,0.549883991
3916,1,1,Difficult,Difficult,Challenging,Difficult,4,4,A,D,2,8,8,3,in_time_bound,0.549883991
3931,2,1,Moderate,Challenging,Moderate,Moderate,4,4,A,E,15,4,10,5,in_time_bound,0.551219512
3929,7,1,Challenging,Challenging,Moderate,Challenging,4,4,A,C,15,4,9,4,in_time_bound,0.349206349
3919,11,1,Moderate,Challenging,Moderate,Moderate,4,4,A,B,2,8,10,5,in_time_bound,0.552763819
3933,12,1,Challenging,Challenging,Moderate,Challenging,4,4,A,C,15,4,9,4,in_time_bound,0.557291667
3936,14,1,Moderate,Challenging,Moderate,Moderate,4,4,A,C,15,4,10,5,in_time_bound,0.384615385
3925,16,1,Moderate,Challenging,Moderate,Moderate,4,4,A,D,2,8,10,5,in_time_bound,0.438461538
3932,17,1,Moderate,Challenging,Moderate,Moderate,4,4,A,C,15,4,10,5,in_time_bound,0.608264463
3926,19,1,Moderate,Challenging,Moderate,Moderate,4,4,A,B,3,8,10,5,in_time_bound,0.318181818
3934,20,1,Challenging,Challenging,Moderate,Challenging,4,4,A,B,15,4,9,4,in_time_bound,0.498896247
3937,21,1,Moderate,Challenging,Moderate,Moderate,4,4,A,A,9,6,10,5,in_time_bound,0.565683646
3930,22,1,Challenging,Challenging,Moderate,Challenging,4,4,A,A,15,4,9,4,in_time_bound,0.604774536
3927,26,1,Challenging,Challenging,Moderate,Challenging,4,4,A,D,2,8,9,4,in_time_bound,0.36
3924,28,1,Moderate,Challenging,Moderate,Moderate,4,4,A,C,2,8,10,5,in_time_bound,0.731343284
3943,51,1,Moderate,Challenging,Moderate,Moderate,4,4,A,A,5,5,10,5,in_time_bound,0.580882353
3921,53,1,Moderate,Challenging,Moderate,Moderate,4,4,A,D,2,8,10,5,in_time_bound,0.317460317
3928,54,1,Moderate,Challenging,Moderate,Moderate,4,4,A,D,2,8,10,5,in_time_bound,0.333333333
3922,55,1,Moderate,Challenging,Moderate,Moderate,4,4,A,A,2,8,10,5,in_time_bound,0.504132231
3917,57,1,Moderate,Challenging,Moderate,Moderate,4,4,A,C,2,8,10,5,in_time_bound,0.222222222
3920,62,1,Moderate,Challenging,Moderate,Moderate,4,4,A,C,2,8,10,5,in_time_bound,0.619047619
3923,63,1,Moderate,Challenging,Moderate,Moderate,4,4,A,C,2,8,10,5,in_time_bound,0.26984127
3918,73,1,Moderate,Moderate,Moderate,Moderate,4,4,A,C,2,8,11,6,in_time_bound,0.363636364
3940,74,1,Moderate,Challenging,Moderate,Moderate,4,4,A,A,9,6,10,5,in_time_bound,0.307692308
3938,75,1,Moderate,Challenging,Moderate,Moderate,4,4,A,D,9,6,10,5,in_time_bound,0.307692308
3941,76,1,Moderate,Challenging,Moderate,Moderate,4,4,A,C,9,6,10,5,in_time_bound,0.230769231
3939,77,1,Moderate,Challenging,Moderate,Moderate,4,4,A,A,9,6,10,5,in_time_bound,0.384615385
3970,1,1,Moderate,Challenging,Moderate,Moderate,4,2,C,C,9,6,10,5,in_time_bound,0.549883991
3963,1,1,Challenging,Challenging,Moderate,Challenging,4,2,C,C,15,4,9,4,in_time_bound,0.549883991
3944,1,1,Difficult,Difficult,Challenging,Difficult,4,2,C,C,2,8,8,3,in_time_bound,0.549883991
3959,2,1,Moderate,Challenging,Moderate,Moderate,4,2,C,B,15,4,10,5,in_time_bound,0.551219512
3957,7,1,Challenging,Challenging,Moderate,Challenging,4,2,C,A,15,4,9,4,in_time_bound,0.349206349
3947,11,1,Moderate,Challenging,Moderate,Moderate,4,2,C,A,2,8,10,5,in_time_bound,0.552763819
3961,12,1,Challenging,Challenging,Moderate,Challenging,4,2,C,A,15,4,9,4,in_time_bound,0.557291667
3964,14,1,Moderate,Challenging,Moderate,Moderate,4,2,C,D,15,4,10,5,in_time_bound,0.384615385
3953,16,1,Moderate,Challenging,Moderate,Moderate,4,2,C,A,2,8,10,5,in_time_bound,0.438461538
3960,17,1,Moderate,Challenging,Moderate,Moderate,4,2,C,A,15,4,10,5,in_time_bound,0.608264463
3954,19,1,Moderate,Challenging,Moderate,Moderate,4,2,C,NotAttended,3,8,10,5,in_time_bound,0.318181818
3962,20,1,Challenging,Challenging,Moderate,Challenging,4,2,C,A,15,4,9,4,in_time_bound,0.498896247
3965,21,1,Moderate,Challenging,Moderate,Moderate,4,2,C,C,9,6,10,5,in_time_bound,0.565683646
3958,22,1,Challenging,Challenging,Moderate,Challenging,4,2,C,D,15,4,9,4,in_time_bound,0.604774536
3955,26,1,Challenging,Challenging,Moderate,Challenging,4,2,C,E,2,8,9,4,in_time_bound,0.36
3952,28,1,Moderate,Challenging,Moderate,Moderate,4,2,C,E,2,8,10,5,in_time_bound,0.731343284
3971,51,1,Moderate,Challenging,Moderate,Moderate,4,2,C,A,5,5,10,5,in_time_bound,0.580882353
3949,53,1,Moderate,Challenging,Moderate,Moderate,4,2,C,A,2,8,10,5,in_time_bound,0.317460317
3956,54,1,Moderate,Challenging,Moderate,Moderate,4,2,C,A,2,8,10,5,in_time_bound,0.333333333
3950,55,1,Moderate,Challenging,Moderate,Moderate,4,2,C,D,2,8,10,5,in_time_bound,0.504132231
3945,57,1,Moderate,Challenging,Moderate,Moderate,4,2,C,C,2,8,10,5,in_time_bound,0.222222222
3948,62,1,Moderate,Challenging,Moderate,Moderate,4,2,C,C,2,8,10,5,in_time_bound,0.619047619
3951,63,1,Moderate,Challenging,Moderate,Moderate,4,2,C,E,2,8,10,5,in_time_bound,0.26984127
3946,73,1,Moderate,Moderate,Moderate,Moderate,4,2,C,D,2,8,11,6,in_time_bound,0.363636364
3968,74,1,Moderate,Challenging,Moderate,Moderate,4,2,C,B,9,6,10,5,in_time_bound,0.307692308
3966,75,1,Moderate,Challenging,Moderate,Moderate,4,2,C,A,9,6,10,5,in_time_bound,0.307692308
3969,76,1,Moderate,Challenging,Moderate,Moderate,4,2,C,C,9,6,10,5,in_time_bound,0.230769231
3967,77,1,Moderate,Challenging,Moderate,Moderate,4,2,C,A,9,6,10,5,in_time_bound,0.384615385
4171,1,1,Moderate,Moderate,Moderate,Moderate,4,0,B,B,15,4,10,5,in_time_bound,0.549883991
4169,21,1,Moderate,Moderate,Moderate,Moderate,4,0,B,B,15,4,10,5,in_time_bound,0.565683646
4168,47,1,Moderate,Moderate,Moderate,Moderate,4,0,B,B,15,4,10,5,in_time_bound,0.722222222
4170,51,1,Moderate,Moderate,Moderate,Moderate,4,0,B,A,15,4,10,5,in_time_bound,0.580882353
4172,59,1,Challenging,Challenging,Moderate,Challenging,4,0,B,B,15,4,9,4,in_time_bound,0.588235294
4176,1,1,Moderate,Moderate,Moderate,Moderate,4,4,B,B,15,4,10,5,in_time_bound,0.549883991
4174,21,1,Moderate,Moderate,Moderate,Moderate,4,4,B,B,15,4,10,5,in_time_bound,0.565683646
4173,47,1,Moderate,Moderate,Moderate,Moderate,4,4,B,B,15,4,10,5,in_time_bound,0.722222222
4175,51,1,Moderate,Moderate,Moderate,Moderate,4,4,B,B,15,4,10,5,in_time_bound,0.580882353
4177,59,1,Challenging,Challenging,Moderate,Challenging,4,4,B,B,15,4,9,4,in_time_bound,0.588235294
4181,1,1,Moderate,Moderate,Moderate,Moderate,4,3,C,A,15,4,10,5,in_time_bound,0.549883991
4179,21,1,Moderate,Moderate,Moderate,Moderate,4,3,C,C,15,4,10,5,in_time_bound,0.565683646
4178,47,1,Moderate,Moderate,Moderate,Moderate,4,3,C,A,15,4,10,5,in_time_bound,0.722222222
4180,51,1,Moderate,Moderate,Moderate,Moderate,4,3,C,D,15,4,10,5,in_time_bound,0.580882353
4182,59,1,Challenging,Challenging,Moderate,Challenging,4,3,C,A,15,4,9,4,in_time_bound,0.588235294
4186,1,1,Moderate,Moderate,Moderate,Moderate,4,2,C,C,15,4,10,5,in_time_bound,0.549883991
