student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_difficulty,question_type,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student
58,1,Challenging,Moderate,Challenging,Challenging,4,1,15,4,10,5,in_time_bound,0.66
59,1,Challenging,Challenging,Difficult,Challenging,4,1,15,4,9,4,in_time_bound,0.588235294
60,1,Challenging,Moderate,Challenging,Challenging,4,1,12,3,10,5,in_time_bound,0.48
61,1,Challenging,Moderate,Challenging,Challenging,4,1,3,8,10,5,in_time_bound,0.475
62,1,Challenging,Moderate,Challenging,Challenging,4,1,16,8,10,5,in_time_bound,0.619047619
63,1,Challenging,Moderate,Challenging,Challenging,4,1,16,8,10,5,in_time_bound,0.26984127
71,1,Challenging,Moderate,Challenging,Challenging,4,1,3,8,10,5,in_time_bound,0.568421053
1,1,Challenging,Moderate,Challenging,Challenging,4,2,15,4,10,5,in_time_bound,0.549883991
1,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.549883991
1,1,Difficult,Difficult,Extremely Difficult,Difficult,4,2,16,8,8,3,in_time_bound,0.549883991
7,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.349206349
11,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.552763819
12,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.557291667
15,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.571658615
16,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.438461538
17,1,Challenging,Moderate,Challenging,Challenging,4,2,12,3,10,5,in_time_bound,0.608264463
19,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.318181818
20,1,Challenging,Moderate,Challenging,Challenging,4,2,12,3,10,5,in_time_bound,0.498896247
22,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.604774536
25,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.573426573
28,1,Challenging,Moderate,Challenging,Challenging,4,2,2,8,10,5,in_time_bound,0.731343284
33,1,Challenging,Moderate,Challenging,Challenging,4,2,11,6,10,5,in_time_bound,0.637554585
34,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.598802395
35,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.26
36,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.35
37,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.46
38,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.28
39,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.383333333
40,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.4
41,1,Moderate,Moderate,Moderate,Moderate,4,2,9,6,11,6,in_time_bound,0.621052632
53,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.317460317
54,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.333333333
55,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.504132231
56,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.342592593
57,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.222222222
58,1,Challenging,Moderate,Challenging,Challenging,4,2,15,4,10,5,in_time_bound,0.66
59,1,Challenging,Challenging,Difficult,Challenging,4,2,15,4,9,4,in_time_bound,0.588235294
60,1,Challenging,Moderate,Challenging,Challenging,4,2,12,3,10,5,in_time_bound,0.48
61,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.475
62,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.619047619
63,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.26984127
71,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.568421053
1,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.549883991
1,1,Challenging,Moderate,Challenging,Challenging,4,2,15,4,10,5,in_time_bound,0.549883991
1,1,Difficult,Difficult,Extremely Difficult,Difficult,4,2,16,8,8,3,in_time_bound,0.549883991
7,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.349206349
11,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.552763819
12,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.557291667
15,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.571658615
16,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.438461538
17,1,Challenging,Moderate,Challenging,Challenging,4,2,12,3,10,5,in_time_bound,0.608264463
19,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.318181818
20,1,Challenging,Moderate,Challenging,Challenging,4,2,12,3,10,5,in_time_bound,0.498896247
22,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.604774536
25,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.573426573
28,1,Challenging,Moderate,Challenging,Challenging,4,2,2,8,10,5,in_time_bound,0.731343284
33,1,Challenging,Moderate,Challenging,Challenging,4,2,11,6,10,5,in_time_bound,0.637554585
34,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.598802395
35,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.26
36,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.35
37,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.46
38,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.28
39,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.383333333
40,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.4
41,1,Moderate,Moderate,Moderate,Moderate,4,2,9,6,11,6,in_time_bound,0.621052632
53,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.317460317
54,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.333333333
55,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.504132231
56,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.342592593
57,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.222222222
58,1,Challenging,Moderate,Challenging,Challenging,4,2,15,4,10,5,in_time_bound,0.66
59,1,Challenging,Challenging,Difficult,Challenging,4,2,15,4,9,4,in_time_bound,0.588235294
60,1,Challenging,Moderate,Challenging,Challenging,4,2,12,3,10,5,in_time_bound,0.48
61,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.475
62,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.619047619
63,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.26984127
71,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.568421053
1,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.549883991
1,1,Challenging,Moderate,Challenging,Challenging,4,2,15,4,10,5,in_time_bound,0.549883991
1,1,Difficult,Difficult,Extremely Difficult,Difficult,4,2,16,8,8,3,in_time_bound,0.549883991
7,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.349206349
11,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.552763819
12,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.557291667
15,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.571658615
16,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.438461538
17,1,Challenging,Moderate,Challenging,Challenging,4,2,12,3,10,5,in_time_bound,0.608264463
19,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.318181818
20,1,Challenging,Moderate,Challenging,Challenging,4,2,12,3,10,5,in_time_bound,0.498896247
22,1,Challenging,Challenging,Difficult,Challenging,4,2,12,3,9,4,in_time_bound,0.604774536
25,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.573426573
28,1,Challenging,Moderate,Challenging,Challenging,4,2,2,8,10,5,in_time_bound,0.731343284
33,1,Challenging,Moderate,Challenging,Challenging,4,2,11,6,10,5,in_time_bound,0.637554585
34,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.598802395
35,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.26
36,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.35
37,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.46
38,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.28
39,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.383333333
40,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.4
41,1,Moderate,Moderate,Moderate,Moderate,4,2,9,6,11,6,in_time_bound,0.621052632
53,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.317460317
54,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.333333333
55,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.504132231
56,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.342592593
57,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.222222222
58,1,Challenging,Moderate,Challenging,Challenging,4,2,15,4,10,5,in_time_bound,0.66
59,1,Challenging,Challenging,Difficult,Challenging,4,2,15,4,9,4,in_time_bound,0.588235294
60,1,Challenging,Moderate,Challenging,Challenging,4,2,12,3,10,5,in_time_bound,0.48
61,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.475
62,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.619047619
63,1,Challenging,Moderate,Challenging,Challenging,4,2,16,8,10,5,in_time_bound,0.26984127
71,1,Challenging,Moderate,Challenging,Challenging,4,2,3,8,10,5,in_time_bound,0.568421053
1,1,Challenging,Moderate,Challenging,Challenging,2,2,15,4,10,5,in_time_bound,0.549883991
1,1,Challenging,Challenging,Difficult,Challenging,2,2,12,3,9,4,in_time_bound,0.549883991
1,1,Difficult,Difficult,Extremely Difficult,Difficult,2,2,16,8,8,3,in_time_bound,0.549883991
7,1,Challenging,Challenging,Difficult,Challenging,2,2,12,3,9,4,in_time_bound,0.349206349
11,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.552763819
12,1,Challenging,Challenging,Difficult,Challenging,2,2,12,3,9,4,in_time_bound,0.557291667
15,1,Challenging,Challenging,Difficult,Challenging,2,2,12,3,9,4,in_time_bound,0.571658615
16,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.438461538
17,1,Challenging,Moderate,Challenging,Challenging,2,2,12,3,10,5,in_time_bound,0.608264463
19,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.318181818
20,1,Challenging,Moderate,Challenging,Challenging,2,2,12,3,10,5,in_time_bound,0.498896247
22,1,Challenging,Challenging,Difficult,Challenging,2,2,12,3,9,4,in_time_bound,0.604774536
25,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.573426573
28,1,Challenging,Moderate,Challenging,Challenging,2,2,2,8,10,5,in_time_bound,0.731343284
33,1,Challenging,Moderate,Challenging,Challenging,2,2,11,6,10,5,in_time_bound,0.637554585
34,1,Challenging,Moderate,Challenging,Challenging,2,2,3,8,10,5,in_time_bound,0.598802395
35,1,Challenging,Moderate,Challenging,Challenging,2,2,3,8,10,5,in_time_bound,0.26
36,1,Challenging,Moderate,Challenging,Challenging,2,2,3,8,10,5,in_time_bound,0.35
37,1,Challenging,Moderate,Challenging,Challenging,2,2,3,8,10,5,in_time_bound,0.46
38,1,Challenging,Moderate,Challenging,Challenging,2,2,3,8,10,5,in_time_bound,0.28
39,1,Challenging,Moderate,Challenging,Challenging,2,2,3,8,10,5,in_time_bound,0.383333333
40,1,Challenging,Moderate,Challenging,Challenging,2,2,3,8,10,5,in_time_bound,0.4
41,1,Moderate,Moderate,Moderate,Moderate,2,2,9,6,11,6,in_time_bound,0.621052632
53,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.317460317
54,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.333333333
55,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.504132231
56,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.342592593
57,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.222222222
58,1,Challenging,Moderate,Challenging,Challenging,2,2,15,4,10,5,in_time_bound,0.66
59,1,Challenging,Challenging,Difficult,Challenging,2,2,15,4,9,4,in_time_bound,0.588235294
60,1,Challenging,Moderate,Challenging,Challenging,2,2,12,3,10,5,in_time_bound,0.48
61,1,Challenging,Moderate,Challenging,Challenging,2,2,3,8,10,5,in_time_bound,0.475
62,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.619047619
63,1,Challenging,Moderate,Challenging,Challenging,2,2,16,8,10,5,in_time_bound,0.26984127
71,1,Challenging,Moderate,Challenging,Challenging,2,2,3,8,10,5,in_time_bound,0.568421053
1,1,Challenging,Moderate,Challenging,Challenging,3,2,15,4,10,5,in_time_bound,0.549883991
1,1,Challenging,Challenging,Difficult,Challenging,3,2,12,3,9,4,in_time_bound,0.549883991
1,1,Difficult,Difficult,Extremely Difficult,Difficult,3,2,16,8,8,3,in_time_bound,0.549883991
7,1,Challenging,Challenging,Difficult,Challenging,3,2,12,3,9,4,in_time_bound,0.349206349
11,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.552763819
12,1,Challenging,Challenging,Difficult,Challenging,3,2,12,3,9,4,in_time_bound,0.557291667
15,1,Challenging,Challenging,Difficult,Challenging,3,2,12,3,9,4,in_time_bound,0.571658615
16,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.438461538
17,1,Challenging,Moderate,Challenging,Challenging,3,2,12,3,10,5,in_time_bound,0.608264463
19,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.318181818
20,1,Challenging,Moderate,Challenging,Challenging,3,2,12,3,10,5,in_time_bound,0.498896247
22,1,Challenging,Challenging,Difficult,Challenging,3,2,12,3,9,4,in_time_bound,0.604774536
25,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.573426573
28,1,Challenging,Moderate,Challenging,Challenging,3,2,2,8,10,5,in_time_bound,0.731343284
33,1,Challenging,Moderate,Challenging,Challenging,3,2,11,6,10,5,in_time_bound,0.637554585
34,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.598802395
35,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.26
36,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.35
37,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.46
38,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.28
39,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.383333333
40,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.4
41,1,Moderate,Moderate,Moderate,Moderate,3,2,9,6,11,6,in_time_bound,0.621052632
53,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.317460317
54,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.333333333
55,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.504132231
56,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.342592593
57,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.222222222
58,1,Challenging,Moderate,Challenging,Challenging,3,2,15,4,10,5,in_time_bound,0.66
59,1,Challenging,Challenging,Difficult,Challenging,3,2,15,4,9,4,in_time_bound,0.588235294
60,1,Challenging,Moderate,Challenging,Challenging,3,2,12,3,10,5,in_time_bound,0.48
61,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.475
62,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.619047619
63,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.26984127
71,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.568421053
1,1,Challenging,Moderate,Challenging,Challenging,3,2,15,4,10,5,in_time_bound,0.549883991
1,1,Challenging,Challenging,Difficult,Challenging,3,2,12,3,9,4,in_time_bound,0.549883991
1,1,Difficult,Difficult,Extremely Difficult,Difficult,3,2,16,8,8,3,in_time_bound,0.549883991
7,1,Challenging,Challenging,Difficult,Challenging,3,2,12,3,9,4,in_time_bound,0.349206349
11,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.552763819
12,1,Challenging,Challenging,Difficult,Challenging,3,2,12,3,9,4,in_time_bound,0.557291667
15,1,Challenging,Challenging,Difficult,Challenging,3,2,12,3,9,4,in_time_bound,0.571658615
16,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.438461538
17,1,Challenging,Moderate,Challenging,Challenging,3,2,12,3,10,5,in_time_bound,0.608264463
19,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.318181818
20,1,Challenging,Moderate,Challenging,Challenging,3,2,12,3,10,5,in_time_bound,0.498896247
22,1,Challenging,Challenging,Difficult,Challenging,3,2,12,3,9,4,in_time_bound,0.604774536
25,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.573426573
28,1,Challenging,Moderate,Challenging,Challenging,3,2,2,8,10,5,in_time_bound,0.731343284
33,1,Challenging,Moderate,Challenging,Challenging,3,2,11,6,10,5,in_time_bound,0.637554585
34,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.598802395
35,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.26
36,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.35
37,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.46
38,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.28
39,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.383333333
40,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.4
41,1,Moderate,Moderate,Moderate,Moderate,3,2,9,6,11,6,in_time_bound,0.621052632
53,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.317460317
54,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.333333333
55,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.504132231
56,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.342592593
57,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.222222222
58,1,Challenging,Moderate,Challenging,Challenging,3,2,15,4,10,5,in_time_bound,0.66
59,1,Challenging,Challenging,Difficult,Challenging,3,2,15,4,9,4,in_time_bound,0.588235294
60,1,Challenging,Moderate,Challenging,Challenging,3,2,12,3,10,5,in_time_bound,0.48
61,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.475
62,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.619047619
63,1,Challenging,Moderate,Challenging,Challenging,3,2,16,8,10,5,in_time_bound,0.26984127
71,1,Challenging,Moderate,Challenging,Challenging,3,2,3,8,10,5,in_time_bound,0.568421053
1,1,Challenging,Moderate,Challenging,Challenging,4,0,15,4,10,5,in_time_bound,0.549883991
1,1,Challenging,Challenging,Difficult,Challenging,4,0,12,3,9,4,in_time_bound,0.549883991
1,1,Difficult,Difficult,Extremely Difficult,Difficult,4,0,16,8,8,3,in_time_bound,0.549883991
7,1,Challenging,Challenging,Difficult,Challenging,4,0,12,3,9,4,in_time_bound,0.349206349
11,1,Challenging,Moderate,Challenging,Challenging,4,0,16,8,10,5,in_time_bound,0.552763819
12,1,Challenging,Challenging,Difficult,Challenging,4,0,12,3,9,4,in_time_bound,0.557291667
15,1,Challenging,Challenging,Difficult,Challenging,4,0,12,3,9,4,in_time_bound,0.571658615
16,1,Challenging,Moderate,Challenging,Challenging,4,0,16,8,10,5,in_time_bound,0.438461538
17,1,Challenging,Moderate,Challenging,Challenging,4,0,12,3,10,5,in_time_bound,0.608264463
19,1,Challenging,Moderate,Challenging,Challenging,4,0,16,8,10,5,in_time_bound,0.318181818
