Id,Source,PassageName,QuestionId,QuestionText,QuestionTypeId,QuestionDifficulty,A,B,C,D,E,IsInvalid,CreatedOn,UpdatedOn
393,worksheet,friendship,12,ìFor love of bustle is not industryî What does the writer mean by this?,1,5,Enjoying excitement is not natural,Enjoying excitement is not taught,Enjoying commotion is not hard work,Enjoying commotion is not taught,NULL,0,58:14.5,16:30.0
394,worksheet,friendship,13,What type of word is ìhuntedî (line X)?,1,4,Metaphor,Adjective,Adverb,Verb,NULL,0,58:14.5,16:30.0
395,worksheet,friendship,14,"ìDiscuss the problem with Nature; she will tell you that she has created both day and night.î According to the text, what does the writer suggest is the reason Nature created both day and night?",1,5,So that she can have both but at different times,So she can have a good balance between the two,Because blending the two would be a bad idea,Because it is important to do one thing at a time,NULL,0,58:14.5,16:30.0
396,worksheet,frost,1,What does the Frost mean by they will be ìout of sightî (line 2)?,1,4,They will close their eyes,They will hide,They will start their journey,They will leave the train,NULL,0,58:14.5,16:30.0
397,worksheet,frost,2,Which best describes the movement of the frost through the valley?,1,2,Whispering,Bustling,Silently,Blustering,NULL,0,58:14.5,16:30.0
398,worksheet,frost,3,Why doesnít the Frost want to be with the other weather?,1,4,The Frost likes to act alone,The others are too loud and noisy,The others rush around and make noise for no reason,The others are busy following the train,NULL,0,58:14.5,16:30.0
399,worksheet,frost,4,What does the frost do to the trees?,1,2,The frost turns them on like lights,The frost decorates the branches with ice,The frost powders the leaves with snow,The frost creates icicles on the branches that sparkle,NULL,0,58:14.5,16:30.0
400,worksheet,frost,5,Why is the lake quivering?,1,3,It is shivering because the weather is so cold,It is scared of becoming frozen by the cold,It is surrounded by danger,It is alone with nothing else far or near,NULL,0,58:14.5,16:30.0
401,worksheet,frost,6,What does the Frost do to help the lake?,1,4,He strengthens the lake by freezing it,He creates a thin sheet of armour for the lake,He soothes the lake by explaining why it does not need to be afraid,He turns the spears away,NULL,0,58:14.5,16:30.0
402,worksheet,frost,7,"ìWherever he breathed, wherever he sleptî (line 19) What does this show us about the Frost?",1,3,He can be found everywhere,The creations he made during his sleep can only be seen at moonlight,He creates beauty where ever he is,His breath can only be seen at night,NULL,0,58:14.5,16:30.0
403,worksheet,frost,8,What is a synonym of ìbeviesî (line 22)?,1,4,Swarms,Masses,Flocks,Myriad,NULL,0,58:14.5,16:30.0
404,worksheet,frost,9,Which of the following is not a use of personification?,1,5,And over each pane like a fairy crept (line 17),Where a rock could rear its head (line 16),"Wherever he breathed, wherever he slept (line 17)",He peeped in the cupboard (line 26),NULL,0,58:14.5,16:30.0
405,worksheet,frost,10,ìThat all had forgotten for him to prepareóî (line X) Which of the following has the same meaning as the line above?,1,4,That he had forgotten to prepare gifts,That he had forgotten to prepare everything,That the world had forgotten to prepare for him,That the household had forgotten to prepare for him,NULL,0,58:14.5,16:30.0
406,worksheet,frost,11,Why is ìtchick!î (line X) in italics?,1,3,It is as if the glass is talking,It is onomatopoeia,It is used for emphasis,It is a made-up sound,NULL,0,58:14.5,16:30.0
407,worksheet,frost,12,"From the first stanza, which word is a preposition? a) Forth b) Now c) My d) Way",1,3,a) Forth,b) Now,c) My,d) Way,NULL,0,58:14.5,16:30.0
408,worksheet,frost,13,What word best replaces ëcrestí on line 9? a) Rim b) Rocks c) Apex d) Surface,1,4,a) Rim,b) Rocks,c) Apex,d) Surface,NULL,0,58:14.5,16:30.0
409,worksheet,frost,14,"Which statement best summarises the personality of the Frost? a) The Frost creates a brand new world, beautiful or ruinous b) The Frost is uncaring, intimidating and heartless to nature c) The Frost is determined to cover up everything and go far and wide",1,5,"a) The Frost creates a brand new world, beautiful or ruinous","b) The Frost is uncaring, intimidating and heartless to nature",c) The Frost is determined to cover up everything and go far and wide,d) The Frost is loved by all for its beauty,NULL,0,58:14.5,16:30.0
410,worksheet,frost,15,Which statement best describes the weather conditions? a) Snowy b) A full moon c) Cloudless d) Misty,1,3,a) Snowy,b) A full moon,c) Cloudless,d) Misty,NULL,0,58:14.5,16:30.0
411,worksheet,gatsby,1,Which one of these statements is true?,1,4,Guests were free to come and go as they pleased,Music played throughout the year,Guests were freely able to use one of his three motorboats,Guests came from the city by boats,NULL,0,58:14.5,16:30.0
412,worksheet,gatsby,2,Which one of these statements is false?,1,4,The lake is named the Sound,The station travelled quickly and excitedly to pick up guests from the station,Ten people would need to clean up after the parties,The parties were filled with great luxuries,NULL,0,58:14.5,16:30.0
413,worksheet,gatsby,3,Which one of these tools was not used by the servants?,1,5,Mops,Garden shears,Hammers,Dustpan,NULL,0,58:14.5,16:30.0
414,worksheet,gatsby,4,The author writes ìthe whisperings and the champagne and the starsî. What is the effect of this?,1,5,It demonstrates how list rules do not always need to be followed,The whisperings and the champagne are a pair of things,It makes the list feel extra long to emphasise that the party is also extra big,It highlights how extravagant the party host is,NULL,0,58:14.5,16:30.0
415,worksheet,gatsby,5,Which phrase highlights how much food there was at the party?,1,4,Several hundred feet of canvas,Hams crowded against salads,Turkeys bewitched to a dark gold,Garnished with glistening hor-díoeurves,NULL,0,58:14.5,16:30.0
416,worksheet,gatsby,6,What writing technique is used when it says ìGarnished with glistening hor-díoeurvesî?,1,5,Simile,Metaphor,Onomatopoeia,Alliteration,NULL,0,58:14.5,16:30.0
417,worksheet,gatsby,7,Why does the writer say that the pastry pigs and turkeys were ìbewitchedî to a dark gold instead of ëcookedí?,1,5,It makes it sound more magical since it is a magical story,It makes the food appear more impressive than it already is,To make the food sound poisoned or more evil,To increase how delicious the food appears to the guests,NULL,0,58:14.5,16:30.0
418,worksheet,gatsby,8,What instrument did the pitiful orchestra not bring with them?,1,4,Piano,Trombones,Drums,Piccolos,NULL,0,58:14.5,16:30.0
419,worksheet,gatsby,9,Why does the author add ërealí to ëreal brass railí?,1,5,To show how brass is usually difficult to obtain,To make sure they use alliteration,It sounds nice to describe it this way,It was only a random coincidence,NULL,0,58:14.5,16:30.0
420,worksheet,gatsby,10,Which description best fits the orchestra that arrived?,1,4,Unnecessary and skilled,Grand and extravagant,Detailed and long,Tranquil and peaceful,NULL,0,58:14.5,16:30.0
421,worksheet,gatsby,11,ìUntil the air is alive with chatter and laughterî What two writing techniques are used here?,1,5,Personification and simile,Onomatopoeia and metaphor,Personification and onomatopoeia,Hyperbole and alliteration,NULL,0,58:14.5,16:30.0
422,worksheet,gatsby,12,What is the effect of the technique used in ìUntil the air is alive with chatter and laughterî from the above question?,1,5,It creates a jovial atmosphere in the party,It shows that the energy cannot be contained any long,It draws attention to the fact the party is just getting started,It suggests that the air itself is alive is a party guest itself,NULL,0,58:14.5,16:30.0
423,worksheet,gatsby,13,"What does ìThe bar is in full swing, and floating rounds of cocktails permeate the garden outsideî mean?",1,5,Plenty of drinks are being served at the bar while guests in the garden receive theirs,People are swinging on bars as as spilt drinks spread into the garden floor,People are swinging bars as they serve drinks in the garden,Drinks at the bar are being swung out as spilt drinks spread into the garden floor,NULL,0,58:14.5,16:30.0
424,worksheet,gatsby,14,Which statement best describes how guests meet each other?,1,4,In high spirits and eagerly,Quickly and rude,Unknowingly and indifferent,Amusingly and significantly,NULL,0,58:14.5,16:30.0
425,worksheet,gatsby,15,Which line from the text highlights that guests quickly arrive?,1,4,The last swimmers have come in from the beach,Enthusiastic meetings between women who never knew each otherís names,"Swell with new arrivals, dissolve and form in the same breath",The party has begun,NULL,0,58:14.5,16:30.0
426,worksheet,gatsby,16,"ìSuddenly one of the guests, in trembling opal, seizes a cocktail out of the airî Which word is the adjective?",1,5,Trembling,Opal,Seizes,Cocktail,NULL,0,58:14.5,16:30.0
427,worksheet,gatsby,17,What is the narrator suggesting when they say ìPeople were not invited ó they went there.î?,1,5,That they are not as important as he is,That the other guests are rude and impolite for attending,That the other guests just follow one another to big events,That they are closer in relations to Gatsby,NULL,0,58:14.5,16:30.0
428,worksheet,gatsby,18,Why does the writer put ëlittle partyí in speech marks?,1,5,To show Gatsby understated the party in order to convince the narrator to come,To show the reader that Gatsby did think this party is little,To highlight that the narrator is somewhat annoyed at Gatsby,To emphasise that Gatsby made a big mistake on how many people would come,NULL,0,58:14.5,16:30.0
429,worksheet,gibson,1,How do you know the letter is set in the future?,1,3,Aliens are from the future,The technology is not possible at the moment,The date the letter was sent is based in the future,We do not have access to laser beams yets,NULL,0,58:14.5,16:30.0
430,worksheet,gibson,2,When was the alien invasion?,1,3,Four nights ago,A week ago,Two weeks ago,It is not mentioned,NULL,0,58:14.5,16:30.0
431,worksheet,gibson,3,Which of these things has the doctor NOT mentioned?,1,5,What he needs,His occupation,The quantity of casualties,What resources he has,NULL,0,58:14.5,16:30.0
432,worksheet,gibson,4,"What effect is created when the writer says ""superior strength, dominant physical appearance and intelligence, their one glaring weakness is saltwater.""?",1,4,It emphasises how simple their weakness compared to their strengths,It is designed to scare the reader,It highlights just how powerful the creatures are,It showcases what their weakness is,NULL,0,58:14.5,16:30.0
433,worksheet,gibson,5,How much water is needed to defeat the aliens?,1,2,A large amount,A tiny amount,Barely a drop,It is not stated,NULL,0,58:14.5,16:30.0
434,worksheet,gibson,6,"What writing technique is ""disintegrate as if it were a fire burning through paper""?",1,5,simile,metaphor,personification,Zoomorphism,NULL,0,58:14.5,16:30.0
435,worksheet,gibson,7,Which word best replaces 'rudimentary' as it is used in the text?,1,4,complicated,rude,surprising,basic,NULL,0,58:14.5,16:30.0
436,worksheet,gibson,8,Why was Skyler forced to write a letter?,1,4,So that he remains hidden from the aliens,There was no other way to communicate with others,The aliens control the other ways of communicating,It is not stated.,NULL,0,58:14.5,16:30.0
437,worksheet,gibson,9,which definition best describes what 'intel' means?,1,3,information related to the enemy,stolen information,secret information,information about an incoming attack,NULL,0,58:14.5,16:30.0
438,worksheet,gibson,10,Which summary best summarises the fourth paragraph's information?,1,4,"Despite being strong and able to kill easily, aliens are stationary and slow","Despite being incredibly strong and lethal, countering them is easier than it seems",When they use their laser beams their body becomes big and slow,"After they use their laser beams, the aliens are unable to move so that's when you counter",NULL,0,58:14.5,16:30.0
439,worksheet,gibson,11,Which of these options is false?,1,5,Aliens have access to incredible technology that humans do not have.,All aliens have a dagger filled with a lot of technology,After shooting their lasers you are safe to attack the aliens,You cannot overpower the aliens physically,NULL,0,58:14.5,16:30.0
