Source,PassageName,QuestionId,Question,A,B,C,D,E
worksheet,jane eyre,13,"From the information in the passage, which of the following facts do we know about the household that is keeping Jane?",They cannot afford to pay for Janeís expenses.,Jane is not related to them.,John will inherit the house.,They have precisely two servants.,Mrs. Reed is the head of the household.
worksheet,jane eyre,14,Why was Jane bleeding? Because of the...,mirror,window,knife,door,book
worksheet,jane eyre,15,What parallel does Jane draw in paragraph 19?,a parallel between the Roman emperors and John,a parallel between Nero and Caligula,a parallel between herself and Goldsmith,a parallel between herself and John,It is not mentioned in the text.
worksheet,jane eyre,16,What was the significance of blood in this passage?,The blood distracted John.,The blood finally pushed the adults to take the bullying seriously.,The blood led Jane to be taken to the infirmary.,The blood caused Jane to be terrified.,The blood angered Jane.
worksheet,jane eyre,17,What suggests that Jane alone will be punished?,"Mrs. Reed exclaimed, ìWhat a fury to fly at Master John!î",Mrs. Reed ordered for Jane to be taken away to the red-room and locked in there.,Mrs. Reed comforted John.,Mrs. Reed has never punished John in the past for bullying Jane.,Mrs. Reed didnít see John hurting Jane.
worksheet,jane eyre,18,ëhe called me ìRat! Rat!î and bellowed out aloudí What does the word ëbellowedí say about the way John was speaking?,He was shouting frantically.,He was shouting in a low-voice.,He was afraid.,He was throwing up.,He was in pain.
worksheet,jane eyre,19,What does the word ëhabituallyí suggest about Jane?,She lives in the house as if it is her own home.,She treats John like family.,She is used to doing things for John.,She doesnít want to help.,She is occasionally obedient to John.
worksheet,jane eyre,20,What is another word for ëstoutí?,strong,weaselly,tall,immature,heavy
worksheet,jane eyre,21,ëI wished fervently he might not discover my hiding-placeí What is another way of saying ëferventlyí?,hopefully,foolishly,silently,absently,desperately
worksheet,jane eyre,22,ëmy care was how to endure the blow which would certainly follow the insultí Which of the following words is closest in meaning to ëendureí?,block,end,bear,bare,prevent
worksheet,jane eyre,23,What would be another word for ëdiffidenceí?,boldness,tone,pushiness,despondency,timidity
worksheet,jane eyre,24,"ëthe servants did not like to offend their young master by taking my part against him,í What is meant by the phrase ëtaking my part against him?",taking Janeís share,taking Johnís share,taking Janeís side,taking Johnís side,taking part in the bullying
worksheet,jane eyre,25,What type of word is ësufferingí?,noun,verb,adjective,adverb,pronoun
worksheet,jane eyre,27,ëevery morsel of flesh in my bones shrank when he came nearí This is an example ofÖ,a metaphor,personification,exaggeration,a simile,assonance
worksheet,jane eyre,28,John exclaims ëBohí This is an example ofÖ,a metaphor,onomatopoeia,exaggeration,a simile,alliteration
worksheet,jane eyre,29,What type of word is ëdrivingí ?,noun,verb,adjective,adverb,preposition
worksheet,jekyll,1,Why does Dr. Lanyon initially think of the man?,He doesnít think anything of him,He thinks the man is too forward,He is conscious of the manís touch,He is disgusted by the man,NULL
worksheet,jekyll,2,What is a synonym for ìcustomaryî (line X)?,Usual,Welcomed,Regulated,Obscene,NULL
worksheet,jekyll,3,How does Dr. Lanyon sit in the chair?,He sits comfortably and is able to view the man as a regular patient,He sits comfortably as he has finally completed his task and is tired,He sits uncomfortably but tries his best to look normal,He sits uncomfortably as it is so late and he is tired,NULL
worksheet,jekyll,4,What does ìcivilly enoughî suggest about the way the man spoke?,With perfect manners,With sufficient politeness,With a lack of engagement,With an adequate care,NULL
worksheet,jekyll,5,Which best describes the manís (Jekyll) manner?,Distraught,Excited,Restless,Squalid,NULL
worksheet,jekyll,6,Which one of these statements is true?,The drawer was hidden under a sheet behind a sofa,He seemed unstable after finding the drawer,The narrator almost forgot where the drawer was,The narrator knew the drawer contained something unnatural,NULL
worksheet,jekyll,7,Why does Dr. Lanyon tell the man to ëcomposeí himself?,The man was jumping around the place and making a scene,The man was making too much noise,He was concerned about the manís teeth as he was grinding them too hard,He was concerned about the manís sanity,NULL
worksheet,jekyll,8,What is another word for ìebullitionî (line X)?,Colour-changing,Noise,Bubbling,Boiling,NULL
worksheet,jekyll,9,Which of the following does the man NOT suggest will happen if Dr. Lanyon stays to witness him drink the potion?,He will be a happier man,He will obtain greater knowledge,He will be given new opportunities,He will stop believing in Satan,NULL
worksheet,jekyll,10,What does the patience suggest is why the narrator cannot tell anybody about what follows after drinking the mixture?,The profession does not let you spread secrets,Being a doctor means you share no information,Doctors have to let patients do whatever they want,Doctors cannot tell other doctors what to do,NULL
worksheet,jekyll,11,How does the man feel towards Dr. Lanyon?,He is upset at Dr. Lanyon for his closed-minded nature and arrogance,He derides Dr. Lanyon because he doesnít believe in science,He is respectful of Dr. Lanyon for choosing to stay and watch,He is enamored by Dr. Lanyon because he is intelligent and well-respected,NULL
worksheet,jekyll,12,Why does the writer use so many verbs in lines 50-51?,To make it more vivid,To make it more realistic,To make it longer,To highlight how good Dr. Lanyonís memory is,NULL
worksheet,jekyll,13,ìMy mind submerged in terror.î What language device is used here?,Personification,Hyperbole,Metaphor,Dissonance,NULL
worksheet,jekyll,14,"Why does Dr. Lanyon say, ìI must die; and yet I shall die incredulousî (line X)?",He believes he must die but doesnít want to,He believes that Henry Jekyll will kill him now that he knows the truth,He doesnít believe what he saw was real and knows it will come and kill him,He doesnít believe what happened and will die from disbelief,NULL
worksheet,jekyll,15,What best explains what ëshown its heels toí mean?,To leave behind,To forget about,To not use,To kick,NULL
worksheet,jekyll,16,Why does the narrator interrupt the patient towards the end of the second paragraph?,He was rude and could not wait for the patient to finish,He was eager to learn the truth and saw the patient was struggling,He was eager to find out because it was late in the night and wanted to hurry to bed,The approaching urgency of the moment meant he had to rush,NULL
worksheet,jekyll,17,ìI cannot bring my mind to set on paper.î What does this mean?,The narrator cannot remember what happened so cannot write about it,The narrator does not want to write down what happened because so much happened,The narrator does not want to remember and relive the horrible events,The narrator wants Henry Jekyll to write it down on paper,NULL
worksheet,lion,1,What does it mean when the rooms are described to be ìlined with booksî (line X)?,The books made lines around the room,The books organised the structure of the room,The walls of the rooms were filled with books,The books outlined the border of the rooms,NULL
worksheet,lion,2,"Aside from the big wardrobe, what else was in the room?",An unused vase,A dead insect,A broken glass bottle,Nothing,NULL
